time_s,agent_id,x,y,base_speed,desired_speed,speed_factor,extinction_per_m
94.96,42,23.02348828591816,10.504759981238944,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,43,24.40313290912619,10.551664186815534,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,44,25.794183357450212,10.700548978403907,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,45,21.943068995779676,11.427939995333158,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,46,18.655801957659957,7.614509057949831,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,47,19.310645902459598,6.459678875830847,1.2,1.1031161473087818,0.9192634560906515,1.0
94.96,48,19.695625374450575,6.9321217225344895,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,42,23.14220361657591,10.512235631657099,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,43,24.524001322558036,10.554632734247352,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,44,25.915517546791698,10.701992527409006,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,45,22.064406860398744,11.429031758388703,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,46,18.627551982163517,7.732517567052312,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,47,19.292866905210374,6.5797118143336775,1.2,1.1031161473087818,0.9192634560906515,1.0
95.07,48,19.688043538283136,7.053227174842752,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,42,23.26113082079415,10.519724505388334,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,43,24.644901394319803,10.557602054027406,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,44,26.03685173643057,10.703436051417734,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,45,22.185744723919715,11.430123643479364,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,46,18.59930472183133,7.8505267261038725,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,47,19.275922453798795,6.699865490564888,1.2,1.1031161473087818,0.9192634560906515,1.0
95.18,48,19.67970075366213,7.174282637140625,1.2,1.1031161473087818,0.9192634560906515,1.0
95.29,42,23.38025246982992,10.527225509361442,1.2,1.1031161473087818,0.9192634560906515,1.0
